AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Mathematics and Physics,UUBMATAPHY3~UBMATAPHY3
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Mathematics and Physics (with a year abroad),UUBMAPAABD4~UBMAPAABD4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Physics,UUBPHYSPHY3~UBPHYSPHY3
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Physics (with a Foundation Year),UUBPHYSFOU4~UBPHYSFOU4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Physics (with a year abroad),UUBPHYSABD4~UBPHYSABD4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Physics (with a year in industry),UUBPHYSIND4~UBPHYSIND4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Physics with Astrophysics,UUBASTSAST3~UBASTSAST3
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Physics with Astrophysics (with a year abroad),UUBASTSABD4~UBASTSABD4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Physics with Astrophysics (with a year in industry),UUBASTSIND4~UBASTSIND4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Theoretical Physics,UUBTPYSTPY3~UBTPYSTPY3
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Theoretical Physics (with a year abroad),UUBTPYSABD4~UBTPYSABD4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007167) The University of York,BSc (Hons) Theoretical Physics (with a year in industry),UUBTPYSIND4~UBTPYSIND4
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007767) Keele University,BSc (Hons) Physics,UPHYSH
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,(10007767) Keele University,BSc (Hons) Physics with Artificial Intelligence,UPAISH
